"Date","hml_int_t100","hml_ime_t100","hml_int_t30","omk"
2015-12-31,-0.1484,0.3433,-2.1286,-2.3442
2016-01-31,1.1912,0.1518,2.196,3.1522
2016-02-29,1.3939,1.8638,-0.8471,1.2572
2016-03-31,0.5385,1.3124,1.932,0.5191
2016-04-30,0.1689,-1.6724,3.2144,0.2385
2016-05-31,-1.1129,-1.7189,-1.8368,0.7524
2016-06-30,0.1067,-0.1346,-0.6943,2.2823
2016-07-31,1.8665,2.2726,-1.0168,-0.4644
2016-08-31,1.849,0.8751,1.9615,-0.1529
2016-09-30,0.399,0.517,-0.7268,-0.236
2016-10-31,0.41,-0.4197,3.3777,-1.12
2016-11-30,5.3568,2.4431,6.5529,2.7729
2016-12-31,0.0863,0.1197,2.5789,0.99
2017-01-31,-0.8155,-0.4563,-2.8975,-3.3839
2017-02-28,-0.7737,-0.1529,-1.5851,-0.3545
2017-03-31,-0.8026,-0.8032,-2.3251,0.7364
2017-04-30,-1.6884,-1.3542,-1.9402,-1.9829
2017-05-31,-1.7191,-1.7844,-2.438,-0.9496
2017-06-30,0.2657,0.7603,-0.0792,0.4336
2017-07-31,-1.1611,-1.2394,0.4397,-3.9172
2017-08-31,-0.6486,-1.3152,-2.162,-3.0752
2017-09-30,1.776,1.5278,3.4334,3.0341
2017-10-31,-1.0628,-1.2282,0.057,1.183
2017-11-30,1.4425,1.5571,2.0687,0.7017
2017-12-31,-0.2524,0.6998,0.832,-0.8605
2018-01-31,-1.2953,-0.6055,-2.5327,-0.2935
2018-02-28,-0.1984,0.0138,-2.1644,-0.6494
2018-03-31,0.6513,-0.2038,0.659,3.3636
2018-04-30,0.9852,0.0572,0.7674,0.5602
2018-05-31,-1.7897,-1.2937,-3.4045,2.5306
2018-06-30,0.6973,0.9912,-0.7804,3.125
2018-07-31,0.2172,0.2349,-0.0203,2.2332
2018-08-31,-1.9951,-0.5732,-3.0825,1.889
2018-09-30,-0.8946,1.0429,-1.4259,0.9872
2018-10-31,2.0385,0.377,2.7887,-4.9364
2018-11-30,0.3118,-0.3153,-1.3476,-0.0173
2018-12-31,-1.5818,-0.6626,-1.8631,-1.793
2019-01-31,-0.0395,1.4117,0.8345,1.5295
2019-02-28,-0.1471,0.628,-1.8269,3.101
2019-03-31,-3.1308,-2.232,-3.2722,-0.0821
2019-04-30,-1.5701,-1.5851,1.2194,-0.0396
2019-05-31,-2.7118,-1.1719,-3.0342,-0.1632
2019-06-30,-0.0525,-0.8434,0.0791,0.5435
2019-07-31,0.4619,0.5869,0.1956,1.4368
2019-08-31,-4.3032,-3.169,-5.3566,-0.8944
2019-09-30,5.7839,4.4873,6.0384,-0.968
2019-10-31,-0.6687,-1.1576,-2.1302,0.0809
2019-11-30,-2.0237,-1.7355,-1.2339,-3.458
2019-12-31,2.9584,1.9003,2.5255,0.1448
2020-01-31,-5.1886,-3.5212,-6.8843,0.0113
2020-02-29,-0.3612,-2.9573,-3.8664,-0.5866
2020-03-31,-8.2884,-6.8687,-15.335,-1.6985
2020-04-30,1.8056,-0.1213,2.2987,2.6688
2020-05-31,-2.87,-1.4634,-2.9463,1.0982
2020-06-30,-0.6715,1.0045,-0.0103,4.4806
2020-07-31,1.7735,1.998,-1.1463,2.3501
2020-08-31,-3.5843,-2.8208,-3.3879,-1.6188
2020-09-30,-0.2325,0.0981,-0.6236,-0.7951
2020-10-31,2.097,1.1228,1.8697,3.4863
2020-11-30,1.7749,3.3582,6.2468,1.4158
2020-12-31,-2.8019,-1.2013,-2.8058,2.213
2021-01-31,7.5304,7.7109,6.1759,-0.6006
2021-02-28,2.6753,0.6415,6.2561,1.601
2021-03-31,6.2613,6.0222,6.0222,-0.8953
2021-04-30,-2.1336,-2.1346,-2.042,1.4291
2021-05-31,3.2725,4.409,5.2197,-2.3785
2021-06-30,-1.8081,-0.2859,-5.3984,2.2314
2021-07-31,-2.5887,-2.6744,-3.1288,-0.6043
2021-08-31,0.9485,-0.709,0.0273,-0.5341
2021-09-30,1.5885,0.9733,5.5321,1.2847
2021-10-31,-4.2172,-3.3886,0.1513,0.6599
2021-11-30,2.8214,1.8115,-0.0245,-2.0272
2021-12-31,3.7105,4.4323,1.7584,0.8807
2022-01-31,6.2698,5.8316,12.7118,-4.5243
2022-02-28,1.3428,-0.1147,3.6586,-2.8778
2022-03-31,0.9709,-0.1238,-1.7595,-4.5701
